Year,State,District,Crop,Season,Area(in Hectares),Production(in Tonnes)
2001,MAHARASHTRA                   ,YAVATMAL,Jowar,Rabi,100,100
2001,MAHARASHTRA                   ,YAVATMAL,Linseed,Rabi,600,100
2001,MAHARASHTRA                   ,YAVATMAL,Maize,Kharif,200,500
2001,MAHARASHTRA                   ,YAVATMAL,Moong,Kharif,49700,14100
2001,MAHARASHTRA                   ,YAVATMAL,Other  Rabi pulses,Rabi,800,400
2001,MAHARASHTRA                   ,YAVATMAL,Other Kharif pulses,Kharif,6400,1700
2001,MAHARASHTRA                   ,YAVATMAL,Rapeseed &Mustard,Rabi,100,10
2001,MAHARASHTRA                   ,YAVATMAL,Rice,Kharif,4800,4800
2001,MAHARASHTRA                   ,YAVATMAL,Safflower,Rabi,300,200
2001,MAHARASHTRA                   ,YAVATMAL,Sesamum,Kharif,7500,2400
2001,MAHARASHTRA                   ,YAVATMAL,Sesamum,Rabi,100,10
2001,MAHARASHTRA                   ,YAVATMAL,Small millets,Kharif,800,600
2001,MAHARASHTRA                   ,YAVATMAL,Soyabean,Kharif,69600,90400
2001,MAHARASHTRA                   ,YAVATMAL,Sugarcane,Whole year,6900,499200
2001,MAHARASHTRA                   ,YAVATMAL,Sunflower,Kharif,500,200
2001,MAHARASHTRA                   ,YAVATMAL,Sunflower,Rabi,400,200
2001,MAHARASHTRA                   ,YAVATMAL,Urad,Kharif,25000,8100
2001,MAHARASHTRA                   ,YAVATMAL,Wheat,Rabi,17100,19600
2001,MANIPUR                       ,BISHNUPUR,Banana,Whole year,510,6560
2001,MANIPUR                       ,BISHNUPUR,Dry chillies,Whole year,470,280
2001,MANIPUR                       ,BISHNUPUR,Onion,Whole year,100,210
2001,MANIPUR                       ,BISHNUPUR,Other Kharif pulses,Kharif,360,180
2001,MANIPUR                       ,BISHNUPUR,Peas & beans (Pulses),Kharif,170,80
2001,MANIPUR                       ,BISHNUPUR,Rice,Kharif,19020,51410
2001,MANIPUR                       ,CHANDEL,Banana,Whole year,830,10670
2001,MANIPUR                       ,CHANDEL,Dry chillies,Whole year,110,70
2001,MANIPUR                       ,CHANDEL,Dry ginger,Kharif,330,540
2001,MANIPUR                       ,CHANDEL,Maize,Kharif,360,1130
2001,MANIPUR                       ,CHANDEL,Peas & beans (Pulses),Kharif,200,100
2001,MANIPUR                       ,CHANDEL,Rice,Kharif,8820,12220
2001,MANIPUR                       ,CHANDEL,Sesamum,Kharif,350,170
2001,MANIPUR                       ,CHURACHANDPUR,Banana,Whole year,340,4370
2001,MANIPUR                       ,CHURACHANDPUR,Cotton(lint),Kharif,90,30
2001,MANIPUR                       ,CHURACHANDPUR,Dry chillies,Whole year,2000,170
2001,MANIPUR                       ,CHURACHANDPUR,Dry ginger,Kharif,1360,2250
2001,MANIPUR                       ,CHURACHANDPUR,Maize,Kharif,1180,1790
2001,MANIPUR                       ,CHURACHANDPUR,Other Kharif pulses,Kharif,20,10
2001,MANIPUR                       ,CHURACHANDPUR,Peas & beans (Pulses),Kharif,710,360
2001,MANIPUR                       ,CHURACHANDPUR,Rice,Kharif,13780,26120
2001,MANIPUR                       ,IMPHAL EAST,Banana,Whole year,550,7070
2001,MANIPUR                       ,IMPHAL EAST,Dry chillies,Whole year,710,430
2001,MANIPUR                       ,IMPHAL EAST,Onion,Whole year,40,90
2001,MANIPUR                       ,IMPHAL EAST,Other Kharif pulses,Kharif,270,140
2001,MANIPUR                       ,IMPHAL EAST,Peas & beans (Pulses),Kharif,1060,540
2001,MANIPUR                       ,IMPHAL EAST,Rice,Kharif,31370,86250
2001,MANIPUR                       ,IMPHAL WEST,Banana,Whole year,30,390
2001,MANIPUR                       ,IMPHAL WEST,Dry chillies,Whole year,100,60
2001,MANIPUR                       ,IMPHAL WEST,Onion,Whole year,40,90
2001,MANIPUR                       ,IMPHAL WEST,Other Kharif pulses,Kharif,330,160
2001,MANIPUR                       ,IMPHAL WEST,Peas & beans (Pulses),Kharif,140,80
2001,MANIPUR                       ,IMPHAL WEST,Rice,Kharif,16480,52150
2001,MANIPUR                       ,SENAPATI,Banana,Whole year,740,9520
2001,MANIPUR                       ,SENAPATI,Dry chillies,Whole year,590,1200
2001,MANIPUR                       ,SENAPATI,Dry ginger,Kharif,70,120
2001,MANIPUR                       ,SENAPATI,Maize,Kharif,2440,6300
2001,MANIPUR                       ,SENAPATI,Onion,Whole year,110,230
2001,MANIPUR                       ,SENAPATI,Other Kharif pulses,Kharif,430,220
2001,MANIPUR                       ,SENAPATI,Peas & beans (Pulses),Kharif,1110,560
2001,MANIPUR                       ,SENAPATI,Rapeseed &Mustard,Rabi,590,260
2001,MANIPUR                       ,SENAPATI,Rice,Kharif,23880,53790
2001,MANIPUR                       ,SENAPATI,Sesamum,Kharif,50,20
2001,MANIPUR                       ,SENAPATI,Sweet potato,Whole year,10,40
2001,MANIPUR                       ,TAMENGLONG,Banana,Whole year,480,6170
2001,MANIPUR                       ,TAMENGLONG,Dry chillies,Whole year,280,350
2001,MANIPUR                       ,TAMENGLONG,Dry ginger,Kharif,90,140
2001,MANIPUR                       ,TAMENGLONG,Other Kharif pulses,Kharif,50,30
2001,MANIPUR                       ,TAMENGLONG,Peas & beans (Pulses),Kharif,30,20
2001,MANIPUR                       ,TAMENGLONG,Rice,Kharif,10640,13150
2001,MANIPUR                       ,TAMENGLONG,Sesamum,Kharif,10,10
2001,MANIPUR                       ,THOUBAL,Dry chillies,Whole year,2100,1260
2001,MANIPUR                       ,THOUBAL,Dry ginger,Kharif,180,300
2001,MANIPUR                       ,THOUBAL,Onion,Whole year,350,740
2001,MANIPUR                       ,THOUBAL,Other Kharif pulses,Kharif,410,210
2001,MANIPUR                       ,THOUBAL,Peas & beans (Pulses),Kharif,670,340
2001,MANIPUR                       ,THOUBAL,Rice,Kharif,24080,59590
2001,MANIPUR                       ,UKHRUL,Banana,Whole year,940,12090
2001,MANIPUR                       ,UKHRUL,Dry chillies,Whole year,1090,650
2001,MANIPUR                       ,UKHRUL,Dry ginger,Kharif,110,180
2001,MANIPUR                       ,UKHRUL,Maize,Kharif,1080,870
2001,MANIPUR                       ,UKHRUL,Rice,Kharif,14500,32590
2001,MEGHALYA                      ,EAST GARO HILLS,Arecanut,Whole year,846,943
2001,MEGHALYA                      ,EAST GARO HILLS,Arhar,Kharif,110,93
2001,MEGHALYA                      ,EAST GARO HILLS,Castor seed,Kharif,9,4
2001,MEGHALYA                      ,EAST GARO HILLS,Cotton(lint),Kharif,2730,3533
2001,MEGHALYA                      ,EAST GARO HILLS,Dry chillies,Whole year,332,199
2001,MEGHALYA                      ,EAST GARO HILLS,Dry ginger,Kharif,4560,20839
2001,MEGHALYA                      ,EAST GARO HILLS,Gram,Rabi,250,151
2001,MEGHALYA                      ,EAST GARO HILLS,Jute,Kharif,315,2793
2001,MEGHALYA                      ,EAST GARO HILLS,Maize,Kharif,1088,1349
2001,MEGHALYA                      ,EAST GARO HILLS,Mesta,Kharif,256,1178
2001,MEGHALYA                      ,EAST GARO HILLS,Potato,Whole year,120,932
2001,MEGHALYA                      ,EAST GARO HILLS,Rapeseed &Mustard,Rabi,760,522
2001,MEGHALYA                      ,EAST GARO HILLS,Rice,Kharif,17024,30210
2001,MEGHALYA                      ,EAST GARO HILLS,Sesamum,Kharif,279,141
2001,MEGHALYA                      ,EAST GARO HILLS,Small millets,Kharif,465,388
2001,MEGHALYA                      ,EAST GARO HILLS,Soyabean,Kharif,122,115
2001,MEGHALYA                      ,EAST GARO HILLS,Sugarcane,Whole year,27,75
2001,MEGHALYA                      ,EAST GARO HILLS,Sweet potato,Whole year,260,810
2001,MEGHALYA                      ,EAST GARO HILLS,Tapioca,Whole year,1473,7468
2001,MEGHALYA                      ,EAST GARO HILLS,Tobacco,Whole year,251,161
2001,MEGHALYA                      ,EAST GARO HILLS,Turmeric,Whole year,113,628
2001,MEGHALYA                      ,EAST GARO HILLS,Wheat,Rabi,65,75
2001,MEGHALYA                      ,EAST KHASI HILLS,Arecanut,Whole year,4459,4672
2001,MEGHALYA                      ,EAST KHASI HILLS,Dry chillies,Whole year,93,61
2001,MEGHALYA                      ,EAST KHASI HILLS,Dry ginger,Kharif,422,3546
2001,MEGHALYA                      ,EAST KHASI HILLS,Maize,Kharif,1903,3396
2001,MEGHALYA                      ,EAST KHASI HILLS,Potato,Whole year,10835,97266
2001,MEGHALYA                      ,EAST KHASI HILLS,Rapeseed &Mustard,Rabi,62,35
2001,MEGHALYA                      ,EAST KHASI HILLS,Rice,Kharif,5496,10392
2001,MEGHALYA                      ,EAST KHASI HILLS,Sesamum,Kharif,40,20
2001,MEGHALYA                      ,EAST KHASI HILLS,Small millets,Kharif,398,423
2001,MEGHALYA                      ,EAST KHASI HILLS,Soyabean,Kharif,182,172
2001,MEGHALYA                      ,EAST KHASI HILLS,Sweet potato,Whole year,706,2967
2001,MEGHALYA                      ,EAST KHASI HILLS,Tapioca,Whole year,375,2073
2001,MEGHALYA                      ,EAST KHASI HILLS,Turmeric,Whole year,62,397
2001,MEGHALYA                      ,JAINTA HILLS,Arecanut,Whole year,1580,3161
2001,MEGHALYA                      ,JAINTA HILLS,Dry chillies,Whole year,128,98
2001,MEGHALYA                      ,JAINTA HILLS,Dry ginger,Kharif,210,2053
2001,MEGHALYA                      ,JAINTA HILLS,Maize,Kharif,2867,3240
2001,MEGHALYA                      ,JAINTA HILLS,Potato,Whole year,277,1605
2001,MEGHALYA                      ,JAINTA HILLS,Rapeseed &Mustard,Rabi,15,8
2001,MEGHALYA                      ,JAINTA HILLS,Rice,Kharif,16885,25621
2001,MEGHALYA                      ,JAINTA HILLS,Sesamum,Kharif,33,15
2001,MEGHALYA                      ,JAINTA HILLS,Small millets,Kharif,367,444
2001,MEGHALYA                      ,JAINTA HILLS,Soyabean,Kharif,395,404
2001,MEGHALYA                      ,JAINTA HILLS,Sugarcane,Whole year,6,3
2001,MEGHALYA                      ,JAINTA HILLS,Sweet potato,Whole year,2004,5841
2001,MEGHALYA                      ,JAINTA HILLS,Tapioca,Whole year,29,396
2001,MEGHALYA                      ,JAINTA HILLS,Tobacco,Whole year,8,2
2001,MEGHALYA                      ,JAINTA HILLS,Turmeric,Whole year,839,4922
2001,MEGHALYA                      ,RI BHOI,Arecanut,Whole year,120,59
2001,MEGHALYA                      ,RI BHOI,Dry chillies,Whole year,49,39
2001,MEGHALYA                      ,RI BHOI,Dry ginger,Kharif,884,6825
2001,MEGHALYA                      ,RI BHOI,Maize,Kharif,1571,3270
2001,MEGHALYA                      ,RI BHOI,Potato,Whole year,17,75
2001,MEGHALYA                      ,RI BHOI,Rapeseed &Mustard,Rabi,162,68
2001,MEGHALYA                      ,RI BHOI,Rice,Kharif,11605,29590
2001,MEGHALYA                      ,RI BHOI,Sesamum,Kharif,6,6
2001,MEGHALYA                      ,RI BHOI,Small millets,Kharif,20,14
2001,MEGHALYA                      ,RI BHOI,Soyabean,Kharif,147,150
2001,MEGHALYA                      ,RI BHOI,Sweet potato,Whole year,141,512
2001,MEGHALYA                      ,RI BHOI,Tapioca,Whole year,15,73
2001,MEGHALYA                      ,RI BHOI,Turmeric,Whole year,66,493
2001,MEGHALYA                      ,SOUTH GARO HILLS,Arecanut,Whole year,260,356
2001,MEGHALYA                      ,SOUTH GARO HILLS,Arhar,Kharif,96,74
2001,MEGHALYA                      ,SOUTH GARO HILLS,Cotton(lint),Kharif,220,201
2001,MEGHALYA                      ,SOUTH GARO HILLS,Dry chillies,Whole year,290,185
2001,MEGHALYA                      ,SOUTH GARO HILLS,Dry ginger,Kharif,145,706
2001,MEGHALYA                      ,SOUTH GARO HILLS,Gram,Rabi,21,11
2001,MEGHALYA                      ,SOUTH GARO HILLS,Jute,Kharif,345,1261
2001,MEGHALYA                      ,SOUTH GARO HILLS,Maize,Kharif,870,877
2001,MEGHALYA                      ,SOUTH GARO HILLS,Mesta,Kharif,998,4581
2001,MEGHALYA                      ,SOUTH GARO HILLS,Potato,Whole year,52,407
2001,MEGHALYA                      ,SOUTH GARO HILLS,Rapeseed &Mustard,Rabi,221,154
2001,MEGHALYA                      ,SOUTH GARO HILLS,Rice,Kharif,9076,10648
2001,MEGHALYA                      ,SOUTH GARO HILLS,Sesamum,Kharif,165,86
2001,MEGHALYA                      ,SOUTH GARO HILLS,Small millets,Kharif,213,113
2001,MEGHALYA                      ,SOUTH GARO HILLS,Soyabean,Kharif,8,9
2001,MEGHALYA                      ,SOUTH GARO HILLS,Sugarcane,Whole year,6,18
2001,MEGHALYA                      ,SOUTH GARO HILLS,Sweet potato,Whole year,125,410
2001,MEGHALYA                      ,SOUTH GARO HILLS,Tapioca,Whole year,305,1703
2001,MEGHALYA                      ,SOUTH GARO HILLS,Tobacco,Whole year,114,69
2001,MEGHALYA                      ,SOUTH GARO HILLS,Turmeric,Whole year,68,340
2001,MEGHALYA                      ,WEST GARO HILLS,Arecanut,Whole year,2687,3973
2001,MEGHALYA                      ,WEST GARO HILLS,Arhar,Kharif,612,464
2001,MEGHALYA                      ,WEST GARO HILLS,Castor seed,Kharif,16,9
2001,MEGHALYA                      ,WEST GARO HILLS,Cotton(lint),Kharif,4373,4139
2001,MEGHALYA                      ,WEST GARO HILLS,Dry chillies,Whole year,885,552
2001,MEGHALYA                      ,WEST GARO HILLS,Dry ginger,Kharif,2391,1190
2001,MEGHALYA                      ,WEST GARO HILLS,Gram,Rabi,218,137
2001,MEGHALYA                      ,WEST GARO HILLS,Jute,Kharif,3401,21003
2001,MEGHALYA                      ,WEST GARO HILLS,Maize,Kharif,4232,6213
2001,MEGHALYA                      ,WEST GARO HILLS,Mesta,Kharif,3296,18767
2001,MEGHALYA                      ,WEST GARO HILLS,Potato,Whole year,422,3209
2001,MEGHALYA                      ,WEST GARO HILLS,Rapeseed &Mustard,Rabi,5908,3981
2001,MEGHALYA                      ,WEST GARO HILLS,Rice,Kharif,38611,68044
2001,MEGHALYA                      ,WEST GARO HILLS,Sesamum,Kharif,789,417
2001,MEGHALYA                      ,WEST GARO HILLS,Small millets,Kharif,1058,557
2001,MEGHALYA                      ,WEST GARO HILLS,Soyabean,Kharif,109,78
2001,MEGHALYA                      ,WEST GARO HILLS,Sugarcane,Whole year,38,118
2001,MEGHALYA                      ,WEST GARO HILLS,Sweet potato,Whole year,486,1613
2001,MEGHALYA                      ,WEST GARO HILLS,Tapioca,Whole year,1111,5522
2001,MEGHALYA                      ,WEST GARO HILLS,Tobacco,Whole year,332,234
2001,MEGHALYA                      ,WEST GARO HILLS,Turmeric,Whole year,337,1671
2001,MEGHALYA                      ,WEST GARO HILLS,Wheat,Rabi,2688,4737
2001,MEGHALYA                      ,WEST KHASI HILLS,Arecanut,Whole year,1176,937
2001,MEGHALYA                      ,WEST KHASI HILLS,Dry chillies,Whole year,48,24
2001,MEGHALYA                      ,WEST KHASI HILLS,Dry ginger,Kharif,285,1431
2001,MEGHALYA                      ,WEST KHASI HILLS,Maize,Kharif,4335,6902
2001,MEGHALYA                      ,WEST KHASI HILLS,Potato,Whole year,6428,55538
2001,MEGHALYA                      ,WEST KHASI HILLS,Rapeseed &Mustard,Rabi,28,14
2001,MEGHALYA                      ,WEST KHASI HILLS,Rice,Kharif,9064,14466
2001,MEGHALYA                      ,WEST KHASI HILLS,Sesamum,Kharif,19,9
2001,MEGHALYA                      ,WEST KHASI HILLS,Small millets,Kharif,199,213
2001,MEGHALYA                      ,WEST KHASI HILLS,Soyabean,Kharif,18,11
2001,MEGHALYA                      ,WEST KHASI HILLS,Sugarcane,Whole year,6,12
2001,MEGHALYA                      ,WEST KHASI HILLS,Sweet potato,Whole year,1220,4474
2001,MEGHALYA                      ,WEST KHASI HILLS,Tapioca,Whole year,663,3402
2001,MEGHALYA                      ,WEST KHASI HILLS,Tobacco,Whole year,23,14
2001,MEGHALYA                      ,WEST KHASI HILLS,Turmeric,Whole year,38,126
2001,MIZORAM                       ,CHHIMTUIPUI,Cotton(lint),Kharif,18,72
2001,MIZORAM                       ,CHHIMTUIPUI,Maize,Rabi,1771,2721
2001,MIZORAM                       ,CHHIMTUIPUI,Potato,Whole year,146,267
2001,MIZORAM                       ,CHHIMTUIPUI,Rapeseed &Mustard,Rabi,32,29
2001,MIZORAM                       ,CHHIMTUIPUI,Rice,Kharif,9650,10931
2001,MIZORAM                       ,CHHIMTUIPUI,Sesamum,Kharif,398,152
2001,MIZORAM                       ,CHHIMTUIPUI,Soyabean,Kharif,63,62
2001,MIZORAM                       ,CHHIMTUIPUI,Sugarcane,Whole year,23,35
2001,MIZORAM                       ,CHHIMTUIPUI,Tapioca,Whole year,92,112
2001,MIZORAM                       ,CHHIMTUIPUI,Tobacco,Whole year,35,27
2001,MIZORAM                       ,EAST AIZAWL,Cotton(lint),Kharif,136,206
2001,MIZORAM                       ,EAST AIZAWL,Maize,Kharif,3391,9782
2001,MIZORAM                       ,EAST AIZAWL,Maize,Rabi,8,16
2001,MIZORAM                       ,EAST AIZAWL,Masoor,Rabi,24,48
2001,MIZORAM                       ,EAST AIZAWL,Moong,Kharif,1,0.8
2001,MIZORAM                       ,EAST AIZAWL,Moong,Rabi,1,0.8
2001,MIZORAM                       ,EAST AIZAWL,Peas & beans (Pulses),Rabi,50,25
2001,MIZORAM                       ,EAST AIZAWL,Potato,Whole year,105,850
2001,MIZORAM                       ,EAST AIZAWL,Rapeseed &Mustard,Rabi,120,60
2001,MIZORAM                       ,EAST AIZAWL,Rice,Kharif,17001,40278
2001,MIZORAM                       ,EAST AIZAWL,Sesamum,Kharif,420,130
2001,MIZORAM                       ,EAST AIZAWL,Soyabean,Kharif,495,420
2001,MIZORAM                       ,EAST AIZAWL,Sugarcane,Whole year,552,1820
2001,MIZORAM                       ,EAST AIZAWL,Tapioca,Whole year,56,174
2001,MIZORAM                       ,EAST AIZAWL,Tobacco,Whole year,130,112
2001,MIZORAM                       ,EAST AIZAWL,Urad,Kharif,2,2
2001,MIZORAM                       ,EAST AIZAWL,Urad,Rabi,1,1
2001,MIZORAM                       ,KOLASIB,Cotton(lint),Kharif,73,141
2001,MIZORAM                       ,KOLASIB,Maize,Kharif,495,748
2001,MIZORAM                       ,KOLASIB,Maize,Rabi,50,76
2001,MIZORAM                       ,KOLASIB,Masoor,Rabi,10,6
2001,MIZORAM                       ,KOLASIB,Moong,Rabi,12,20
2001,MIZORAM                       ,KOLASIB,Peas & beans (Pulses),Kharif,63,97
2001,MIZORAM                       ,KOLASIB,Potato,Whole year,10,75
2001,MIZORAM                       ,KOLASIB,Rapeseed &Mustard,Rabi,2069,1760
2001,MIZORAM                       ,KOLASIB,Rice,Kharif,12630,27207
2001,MIZORAM                       ,KOLASIB,Sesamum,Kharif,2019,628
2001,MIZORAM                       ,KOLASIB,Soyabean,Kharif,265,224
2001,MIZORAM                       ,KOLASIB,Sugarcane,Whole year,178,3702
2001,MIZORAM                       ,KOLASIB,Tapioca,Whole year,20,160
2001,MIZORAM                       ,KOLASIB,Urad,Kharif,26,27
2001,MIZORAM                       ,KOLASIB,Urad,Rabi,20,12
2001,MIZORAM                       ,LUNGLEI,Arhar,Kharif,53,49
2001,MIZORAM                       ,LUNGLEI,Cotton(lint),Kharif,77,208
2001,MIZORAM                       ,LUNGLEI,Maize,Kharif,892,1762
2001,MIZORAM                       ,LUNGLEI,Maize,Rabi,55,74
2001,MIZORAM                       ,LUNGLEI,Masoor,Rabi,2,2
2001,MIZORAM                       ,LUNGLEI,Moong,Kharif,2.5,0.7
2001,MIZORAM                       ,LUNGLEI,Moong,Rabi,12,9
2001,MIZORAM                       ,LUNGLEI,Peas & beans (Pulses),Kharif,25.9,49.6
2001,MIZORAM                       ,LUNGLEI,Peas & beans (Pulses),Rabi,25.5,27.8
2001,MIZORAM                       ,LUNGLEI,Potato,Whole year,110,249
2001,MIZORAM                       ,LUNGLEI,Rapeseed &Mustard,Rabi,50,30
2001,MIZORAM                       ,LUNGLEI,Rice,Kharif,7222,14496
2001,MIZORAM                       ,LUNGLEI,Sesamum,Kharif,575,483
2001,MIZORAM                       ,LUNGLEI,Soyabean,Kharif,227,260
2001,MIZORAM                       ,LUNGLEI,Sugarcane,Whole year,81,439
2001,MIZORAM                       ,LUNGLEI,Tapioca,Whole year,69,633
2001,MIZORAM                       ,LUNGLEI,Tobacco,Whole year,99,68
2001,MIZORAM                       ,LUNGLEI,Urad,Rabi,8,6
2001,MIZORAM                       ,WEST AIZAWL,Arhar,Kharif,66,40
2001,MIZORAM                       ,WEST AIZAWL,Cotton(lint),Kharif,314,637
2001,MIZORAM                       ,WEST AIZAWL,Maize,Kharif,715,1466
2001,MIZORAM                       ,WEST AIZAWL,Masoor,Rabi,9,0.63
2001,MIZORAM                       ,WEST AIZAWL,Moong,Kharif,2,2.5
2001,MIZORAM                       ,WEST AIZAWL,Moong,Rabi,57.77,42.1
2001,MIZORAM                       ,WEST AIZAWL,Peas & beans (Pulses),Kharif,12,13.5
2001,MIZORAM                       ,WEST AIZAWL,Peas & beans (Pulses),Rabi,63,44.04
2001,MIZORAM                       ,WEST AIZAWL,Potato,Whole year,5,30
2001,MIZORAM                       ,WEST AIZAWL,Rapeseed &Mustard,Rabi,223,294
2001,MIZORAM                       ,WEST AIZAWL,Rice,Kharif,9377,12801
2001,MIZORAM                       ,WEST AIZAWL,Sesamum,Kharif,573,348
2001,MIZORAM                       ,WEST AIZAWL,Soyabean,Kharif,216,246
2001,MIZORAM                       ,WEST AIZAWL,Sugarcane,Whole year,545,3363
2001,MIZORAM                       ,WEST AIZAWL,Tapioca,Whole year,70,400
2001,MIZORAM                       ,WEST AIZAWL,Tobacco,Whole year,28,17
2001,MIZORAM                       ,WEST AIZAWL,Urad,Rabi,7,3.66
2001,NAGALAND                      ,DIMAPUR,Arhar,Kharif,1600,1020
2001,NAGALAND                      ,DIMAPUR,Bajra,Kharif,200,140
2001,NAGALAND                      ,DIMAPUR,Barley,Rabi,630,1260
2001,NAGALAND                      ,DIMAPUR,Cotton(lint),Kharif,80,90
2001,NAGALAND                      ,DIMAPUR,Gram,Rabi,200,200
2001,NAGALAND                      ,DIMAPUR,Groundnut,Rabi,1000,1200
2001,NAGALAND                      ,DIMAPUR,Jowar,Kharif,270,230
2001,NAGALAND                      ,DIMAPUR,Jute,Kharif,140,150
2001,NAGALAND                      ,DIMAPUR,Linseed,Rabi,8000,5000
2001,NAGALAND                      ,DIMAPUR,Maize,Kharif,6910,12500
2001,NAGALAND                      ,DIMAPUR,Moong,Kharif,920,340
2001,NAGALAND                      ,DIMAPUR,Niger seed,Kharif,50000,25000
2001,NAGALAND                      ,DIMAPUR,Peas & beans (Pulses),Kharif,230,250
2001,NAGALAND                      ,DIMAPUR,Peas & beans (Pulses),Rabi,1340,1370
2001,NAGALAND                      ,DIMAPUR,Potato,Whole year,810,8410
2001,NAGALAND                      ,DIMAPUR,Rapeseed &Mustard,Rabi,3270,3290
2001,NAGALAND                      ,DIMAPUR,Rice,Kharif,26300,47880
2001,NAGALAND                      ,DIMAPUR,Rice,Rabi,1250,1400
2001,NAGALAND                      ,DIMAPUR,Sesamum,Rabi,5000,4000
2001,NAGALAND                      ,DIMAPUR,Small millets,Kharif,1580,1780
2001,NAGALAND                      ,DIMAPUR,Sugarcane,Whole year,250,24690
2001,NAGALAND                      ,DIMAPUR,Sunflower,Kharif,230,260
2001,NAGALAND                      ,DIMAPUR,Sunflower,Rabi,450,600
2001,NAGALAND                      ,DIMAPUR,Tea,Whole year,190,1540
2001,NAGALAND                      ,DIMAPUR,Wheat,Rabi,1480,3810
2001,NAGALAND                      ,KOHIMA,Arhar,Kharif,680,510
2001,NAGALAND                      ,KOHIMA,Bajra,Kharif,160,100
2001,NAGALAND                      ,KOHIMA,Barley,Rabi,400,800
2001,NAGALAND                      ,KOHIMA,Cotton(lint),Kharif,30,40
2001,NAGALAND                      ,KOHIMA,Gram,Rabi,90,100
2001,NAGALAND                      ,KOHIMA,Groundnut,Kharif,80,100
2001,NAGALAND                      ,KOHIMA,Jowar,Kharif,140,100
2001,NAGALAND                      ,KOHIMA,Linseed,Rabi,800,390
2001,NAGALAND                      ,KOHIMA,Maize,Kharif,4960,10260
2001,NAGALAND                      ,KOHIMA,Moong,Kharif,250,200
2001,NAGALAND                      ,KOHIMA,Niger seed,Kharif,2000,2000
2001,NAGALAND                      ,KOHIMA,Peas & beans (Pulses),Kharif,190,140
2001,NAGALAND                      ,KOHIMA,Peas & beans (Pulses),Rabi,810,800
2001,NAGALAND                      ,KOHIMA,Potato,Whole year,240,2920
2001,NAGALAND                      ,KOHIMA,Rapeseed &Mustard,Rabi,850,820
2001,NAGALAND                      ,KOHIMA,Rice,Kharif,18700,29550
2001,NAGALAND                      ,KOHIMA,Sesamum,Kharif,420,300
2001,NAGALAND                      ,KOHIMA,Small millets,Kharif,790,600
2001,NAGALAND                      ,KOHIMA,Soyabean,Kharif,1200,2800
2001,NAGALAND                      ,KOHIMA,Sugarcane,Whole year,170,4380
2001,NAGALAND                      ,KOHIMA,Sunflower,Kharif,30,50
2001,NAGALAND                      ,KOHIMA,Tea,Whole year,70,170
2001,NAGALAND                      ,KOHIMA,Wheat,Rabi,300,830
2001,NAGALAND                      ,MOKOKCHUNG,Arhar,Kharif,770,530
2001,NAGALAND                      ,MOKOKCHUNG,Bajra,Kharif,200,150
2001,NAGALAND                      ,MOKOKCHUNG,Barley,Rabi,530,1010
2001,NAGALAND                      ,MOKOKCHUNG,Cotton(lint),Kharif,50,50
2001,NAGALAND                      ,MOKOKCHUNG,Gram,Rabi,140,140
2001,NAGALAND                      ,MOKOKCHUNG,Groundnut,Rabi,70,90
2001,NAGALAND                      ,MOKOKCHUNG,Jowar,Kharif,160,130
2001,NAGALAND                      ,MOKOKCHUNG,Linseed,Rabi,500,350
2001,NAGALAND                      ,MOKOKCHUNG,Maize,Kharif,5700,11180
2001,NAGALAND                      ,MOKOKCHUNG,Moong,Kharif,340,260
2001,NAGALAND                      ,MOKOKCHUNG,Peas & beans (Pulses),Kharif,180,130
2001,NAGALAND                      ,MOKOKCHUNG,Peas & beans (Pulses),Rabi,980,1000
2001,NAGALAND                      ,MOKOKCHUNG,Potato,Whole year,350,4550
2001,NAGALAND                      ,MOKOKCHUNG,Rapeseed &Mustard,Rabi,2240,2260
2001,NAGALAND                      ,MOKOKCHUNG,Rice,Kharif,19020,26570
2001,NAGALAND                      ,MOKOKCHUNG,Sesamum,Rabi,470,400
2001,NAGALAND                      ,MOKOKCHUNG,Small millets,Kharif,920,600
2001,NAGALAND                      ,MOKOKCHUNG,Soyabean,Kharif,2230,2830
2001,NAGALAND                      ,MOKOKCHUNG,Sugarcane,Whole year,120,4100
2001,NAGALAND                      ,MOKOKCHUNG,Sunflower,Kharif,90,90
2001,NAGALAND                      ,MOKOKCHUNG,Sunflower,Rabi,40,50
2001,NAGALAND                      ,MOKOKCHUNG,Tea,Whole year,110,280
2001,NAGALAND                      ,MOKOKCHUNG,Wheat,Rabi,660,1160
2001,NAGALAND                      ,MON,Arhar,Kharif,800,500
2001,NAGALAND                      ,MON,Bajra,Kharif,200,150
2001,NAGALAND                      ,MON,Barley,Rabi,560,1150
2001,NAGALAND                      ,MON,Cotton(lint),Kharif,40,30
2001,NAGALAND                      ,MON,Gram,Rabi,90,100
2001,NAGALAND                      ,MON,Groundnut,Rabi,220,310
2001,NAGALAND                      ,MON,Jowar,Kharif,130,140
2001,NAGALAND                      ,MON,Jute,Kharif,90,80
2001,NAGALAND                      ,MON,Linseed,Rabi,1950,1510
2001,NAGALAND                      ,MON,Maize,Kharif,4250,10100
2001,NAGALAND                      ,MON,Moong,Kharif,320,240
2001,NAGALAND                      ,MON,Niger seed,Kharif,19000,12000
2001,NAGALAND                      ,MON,Peas & beans (Pulses),Kharif,200,160
